algorithm,battery_capacity_seconds,completed_job_ratio,coverage_ratio,cpu_cycles_per_second,energy_per_cpu_cycle,horizon_sec,parameter_key,parameter_label,parameter_value,satellite_solar_panel_power_watts,slot_len,slots,task_average_deadline,task_average_execution,task_average_period,time_slot_length,wall_clock_sec
edf,0.5,0.29464285714285715,0.42017860612535185,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),14,14,60,60,30,50,220,60,0.0072102079999964985
random,0.5,0.32837301587301587,0.414807763983417,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),14,14,60,60,30,50,220,60,0.008552458000004037
maxflow_preflow_push,0.5,0.5505952380952381,0.5837382619840162,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),15,15,60,60,30,50,220,60,0.3946141249999968
energy_first,0.5,0.42757936507936506,0.5300928390102428,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),15,15,60,60,30,50,220,60,0.00931824999999975
edf,0.5,0.29464285714285715,0.4494512119695151,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),15,15,60,60,30,50,220,60,0.0072193749999982515
random,0.5,0.32837301587301587,0.4317656873690011,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),15,15,60,60,30,50,220,60,0.008718709000000047
maxflow_preflow_push,0.5,0.558531746031746,0.5925200437372619,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),16,16,60,60,30,50,220,60,0.42512508400000115
energy_first,0.5,0.42757936507936506,0.5455366620935405,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),16,16,60,60,30,50,220,60,0.009427750000000401
edf,0.5,0.29563492063492064,0.47661354056926947,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),16,16,60,60,30,50,220,60,0.007380749999995828
random,0.5,0.32936507936507936,0.4486847069441942,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),16,16,60,60,30,50,220,60,0.008783499999999833
maxflow_preflow_push,0.5,0.5714285714285714,0.6002524745356914,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),17,17,60,60,30,50,220,60,0.37458783299999965
energy_first,0.5,0.42757936507936506,0.5609804851768395,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),17,17,60,60,30,50,220,60,0.00945516699999871
edf,0.5,0.29563492063492064,0.5056842663731279,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),17,17,60,60,30,50,220,60,0.00709262499999852
random,0.5,0.32936507936507936,0.46544075028947396,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),17,17,60,60,30,50,220,60,0.008736958999996602
maxflow_preflow_push,0.5,0.5753968253968254,0.6018654134981618,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),18,18,60,60,30,50,220,60,0.35165058399999793
energy_first,0.5,0.42757936507936506,0.576424308260137,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),18,18,60,60,30,50,220,60,0.009343749999999318
edf,0.5,0.29563492063492064,0.5347549921769823,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),18,18,60,60,30,50,220,60,0.007137624999998593
random,0.5,0.32936507936507936,0.4821967936347511,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),18,18,60,60,30,50,220,60,0.008623790999997993
maxflow_preflow_push,0.5,0.5763888888888888,0.6033795138004463,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),19,19,60,60,30,50,220,60,0.3519004170000031
energy_first,0.5,0.42757936507936506,0.5918681313434404,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),19,19,60,60,30,50,220,60,0.009302292000000989
edf,0.5,0.29563492063492064,0.5638257179808449,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),19,19,60,60,30,50,220,60,0.007136458000005064
random,0.5,0.32936507936507936,0.49895283698003257,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),19,19,60,60,30,50,220,60,0.008672041000004072
maxflow_preflow_push,0.5,0.5783730158730159,0.6047358958402792,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),20,20,60,60,30,50,220,60,0.34607570800000076
energy_first,0.5,0.5505952380952381,0.6040103851893097,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),20,20,60,60,30,50,220,60,0.009392042000001766
edf,0.5,0.32837301587301587,0.5718620166130998,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),20,20,60,60,30,50,220,60,0.0072280839999976365
random,0.5,0.43154761904761907,0.5145733088356748,10000000000.0,1e-08,3600,satellite_solar_panel_power_watts,Solar panel power (W),20,20,60,60,30,50,220,60,0.008742458000000397
maxflow_preflow_push,0.5,0.12996031746031747,0.13567495992805007,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),20,14,60,60,20,50,220,60,0.29288208300000207
energy_first,0.5,0.12996031746031747,0.13567495992804918,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),20,14,60,60,20,50,220,60,0.00416237499999994
edf,0.5,0.07142857142857142,0.09755432426585456,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),20,14,60,60,20,50,220,60,0.0023393339999984164
random,0.5,0.11607142857142858,0.1265461955060268,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),20,14,60,60,20,50,220,60,0.0029403750000014384
maxflow_preflow_push,0.5,0.2222222222222222,0.2319938246097961,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),22,14,60,60,22,50,220,60,0.30703641699999906
energy_first,0.5,0.2222222222222222,0.23199382460979345,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),22,14,60,60,22,50,220,60,0.0052480830000050105
edf,0.5,0.11805555555555555,0.16435243411207553,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),22,14,60,60,22,50,220,60,0.0032427499999982956
random,0.5,0.1736111111111111,0.20214186017743319,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),22,14,60,60,22,50,220,60,0.0038833750000009104
maxflow_preflow_push,0.5,0.30952380952380953,0.32313425570650245,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),24,14,60,60,24,50,220,60,0.3180162080000031
energy_first,0.5,0.30952380952380953,0.32313425570649706,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),24,14,60,60,24,50,220,60,0.006120832999997106
edf,0.5,0.1765873015873016,0.23711862410310655,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),24,14,60,60,24,50,220,60,0.004229750000000365
random,0.5,0.23313492063492064,0.27330352495049876,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),24,14,60,60,24,50,220,60,0.005050790999995058
maxflow_preflow_push,0.5,0.39880952380952384,0.4163460602372251,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),26,14,60,60,26,50,220,60,0.2940382920000033
energy_first,0.5,0.3819444444444444,0.40658642027401215,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),26,14,60,60,26,50,220,60,0.007276333999996609
edf,0.5,0.22420634920634921,0.3030219429885368,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),26,14,60,60,26,50,220,60,0.0052334589999958325
random,0.5,0.26686507936507936,0.3261803232688184,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),26,14,60,60,26,50,220,60,0.006277541999999414
maxflow_preflow_push,0.5,0.4801587301587302,0.5043804797867381,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),28,14,60,60,28,50,220,60,0.35641895900000264
energy_first,0.5,0.42063492063492064,0.4704351882316577,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),28,14,60,60,28,50,220,60,0.008876624999999194
edf,0.5,0.25496031746031744,0.3581131118570626,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),28,14,60,60,28,50,220,60,0.0067812079999995944
random,0.5,0.29464285714285715,0.36583503087286745,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),28,14,60,60,28,50,220,60,0.00809383300000377
maxflow_preflow_push,0.5,0.5317460317460317,0.5703626490835483,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),30,14,60,60,30,50,220,60,0.5372926249999992
energy_first,0.5,0.42757936507936506,0.5146490159269438,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),30,14,60,60,30,50,220,60,0.009336374999996622
edf,0.5,0.29464285714285715,0.42017860612535185,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),30,14,60,60,30,50,220,60,0.007149208000001295
random,0.5,0.32837301587301587,0.414807763983417,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),30,14,60,60,30,50,220,60,0.00887629199999651
maxflow_preflow_push,0.5,0.5525793650793651,0.6054729461161581,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),32,14,60,60,32,50,220,60,0.6530360000000002
energy_first,0.5,0.42757936507936506,0.5495080164957741,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),32,14,60,60,32,50,220,60,0.010610791999994262
edf,0.5,0.3501984126984127,0.4906767997790686,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),32,14,60,60,32,50,220,60,0.008450750000001506
random,0.5,0.34226190476190477,0.4420573625522835,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),32,14,60,60,32,50,220,60,0.010165624999999068
maxflow_preflow_push,0.5,0.5535714285714286,0.6123578902213014,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),34,14,60,60,34,50,220,60,0.8597132499999987
energy_first,0.5,0.42757936507936506,0.5746263059503706,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),34,14,60,60,34,50,220,60,0.011295708000005789
edf,0.5,0.3898809523809524,0.5437218322947716,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),34,14,60,60,34,50,220,60,0.009134875000000875
random,0.5,0.36408730158730157,0.48011385234012677,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),34,14,60,60,34,50,220,60,0.011016000000012127
maxflow_preflow_push,0.5,0.5545634920634921,0.6125208656207549,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),36,14,60,60,36,50,220,60,0.8057020829999999
energy_first,0.5,0.42757936507936506,0.5929458651909465,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),36,14,60,60,36,50,220,60,0.013442084000004684
edf,0.5,0.39880952380952384,0.566310314674263,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),36,14,60,60,36,50,220,60,0.010641083999999523
random,0.5,0.3740079365079365,0.4933201716433837,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),36,14,60,60,36,50,220,60,0.012750125000010826
maxflow_preflow_push,0.5,0.558531746031746,0.6125208656207549,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),38,14,60,60,38,50,220,60,0.9694048330000129
energy_first,0.5,0.42757936507936506,0.6048504768453097,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),38,14,60,60,38,50,220,60,0.014510874999999146
edf,0.5,0.42658730158730157,0.5728987535948626,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),38,14,60,60,38,50,220,60,0.015710249999997927
random,0.5,0.376984126984127,0.49944491729450513,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),38,14,60,60,38,50,220,60,0.013808041999993748
maxflow_preflow_push,0.5,0.5396825396825397,0.6125208656207545,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),40,14,60,60,40,50,220,60,0.8629741249999938
energy_first,0.5,0.42956349206349204,0.6098375438335929,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),40,14,60,60,40,50,220,60,0.014311042000002772
edf,0.5,0.4503968253968254,0.5814902215074937,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),40,14,60,60,40,50,220,60,0.010901666999998838
random,0.5,0.3869047619047619,0.5133672799176215,10000000000.0,1e-08,3600,task_average_deadline,Average deadline (s),40,14,60,60,40,50,220,60,0.012878874999998402
maxflow_preflow_push,0.5,0.5793650793650794,0.6048410427326805,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),10,14,60,60,30,10,220,60,0.34269558299999403
energy_first,0.5,0.5793650793650794,0.6048410427326921,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),10,14,60,60,30,10,220,60,0.010159166999997638
edf,0.5,0.5218253968253969,0.591093200947175,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),10,14,60,60,30,10,220,60,0.008244165999997222
random,0.5,0.5793650793650794,0.6048410427326921,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),10,14,60,60,30,10,220,60,0.013040500000002453
maxflow_preflow_push,0.5,0.5793650793650794,0.6048410427326814,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),20,14,60,60,30,20,220,60,0.32530091699999275
energy_first,0.5,0.5793650793650794,0.6048410427326921,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),20,14,60,60,30,20,220,60,0.009474916999991478
edf,0.5,0.4632936507936508,0.5360177993373534,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),20,14,60,60,30,20,220,60,0.007380749999995828
random,0.5,0.558531746031746,0.5943317107000895,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),20,14,60,60,30,20,220,60,0.008953083000008633
maxflow_preflow_push,0.5,0.5793650793650794,0.604841042732683,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),30,14,60,60,30,30,220,60,0.33178316700001176
energy_first,0.5,0.5793650793650794,0.6048410427326752,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),30,14,60,60,30,30,220,60,0.009155291000013221
edf,0.5,0.40476190476190477,0.47603734357133987,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),30,14,60,60,30,30,220,60,0.0070605420000049435
random,0.5,0.49404761904761907,0.5422161606852969,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),30,14,60,60,30,30,220,60,0.008622417000012206
maxflow_preflow_push,0.5,0.5753968253968254,0.6013186550556704,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),40,14,60,60,30,40,220,60,0.34987937500000044
energy_first,0.5,0.42757936507936506,0.5713310430766407,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),40,14,60,60,30,40,220,60,0.00993262499999048
edf,0.5,0.29563492063492064,0.5210187377679456,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),40,14,60,60,30,40,220,60,0.007463125000001014
random,0.5,0.32936507936507936,0.47598477656122923,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),40,14,60,60,30,40,220,60,0.009132292000003872
maxflow_preflow_push,0.5,0.5317460317460317,0.5703626490835483,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),50,14,60,60,30,50,220,60,0.537167457999999
energy_first,0.5,0.42757936507936506,0.5146490159269438,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),50,14,60,60,30,50,220,60,0.009183124999992742
edf,0.5,0.29464285714285715,0.42017860612535185,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),50,14,60,60,30,50,220,60,0.007089041000000407
random,0.5,0.32837301587301587,0.414807763983417,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),50,14,60,60,30,50,220,60,0.008691416000004892
maxflow_preflow_push,0.5,0.4573412698412698,0.5081050790453302,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),60,14,60,60,30,60,220,60,0.6516457500000001
energy_first,0.5,0.42757936507936506,0.47686099782715674,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),60,14,60,60,30,60,220,60,0.009414208000009694
edf,0.5,0.29464285714285715,0.3513571396076381,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),60,14,60,60,30,60,220,60,0.007284458000000882
random,0.5,0.32837301587301587,0.37380929246490013,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),60,14,60,60,30,60,220,60,0.008788125000009472
maxflow_preflow_push,0.5,0.37996031746031744,0.4375149040148206,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),70,14,60,60,30,70,220,60,0.6760552089999976
energy_first,0.5,0.05357142857142857,0.4375149040148226,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),70,14,60,60,30,70,220,60,0.009081041000001733
edf,0.5,0.04563492063492063,0.43237402283203613,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),70,14,60,60,30,70,220,60,0.0069064999999994825
random,0.5,0.1378968253968254,0.3394551305268303,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),70,14,60,60,30,70,220,60,0.008468708000009428
maxflow_preflow_push,0.5,0.31646825396825395,0.3828255410129708,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),80,14,60,60,30,80,220,60,0.7162224999999864
energy_first,0.5,0.0,0.3828255410129758,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),80,14,60,60,30,80,220,60,0.00916633299999603
edf,0.5,0.00496031746031746,0.38432912672982755,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),80,14,60,60,30,80,220,60,0.006911250000001701
random,0.5,0.005952380952380952,0.2979570648500231,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),80,14,60,60,30,80,220,60,0.008451542000003087
maxflow_preflow_push,0.5,0.23809523809523808,0.34028936978930824,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),90,14,60,60,30,90,220,60,0.7212932910000092
energy_first,0.5,0.0,0.34028936978930385,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),90,14,60,60,30,90,220,60,0.009541291999994428
edf,0.5,0.00496031746031746,0.3416258904265054,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),90,14,60,60,30,90,220,60,0.007427665999998112
random,0.5,0.005952380952380952,0.2651959532167948,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),90,14,60,60,30,90,220,60,0.008931457999992176
maxflow_preflow_push,0.5,0.19146825396825398,0.30626043281037735,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),100,14,60,60,30,100,220,60,0.7282345419999956
energy_first,0.5,0.0,0.3062604328103743,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),100,14,60,60,30,100,220,60,0.00917154199999004
edf,0.5,0.00496031746031746,0.3074633013838557,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),100,14,60,60,30,100,220,60,0.007474416999997402
random,0.5,0.005952380952380952,0.23898706391021837,10000000000.0,1e-08,3600,task_average_execution,Average execution time (s),100,14,60,60,30,100,220,60,0.00958199999999465
maxflow_preflow_push,0.5,0.20549797205948625,0.2781639575933931,10000000000.0,1e-08,3600,task_average_period,Average period (s),100,14,60,60,30,50,100,60,1.0642804999999953
energy_first,0.5,0.19423163587201442,0.27816395759339524,10000000000.0,1e-08,3600,task_average_period,Average period (s),100,14,60,60,30,50,100,60,0.017681666999990853
edf,0.5,0.19693555655700767,0.28174710725725033,10000000000.0,1e-08,3600,task_average_period,Average period (s),100,14,60,60,30,50,100,60,0.01523729100000537
random,0.5,0.19062640829202343,0.2636632809313749,10000000000.0,1e-08,3600,task_average_period,Average period (s),100,14,60,60,30,50,100,60,0.018449208000006934
maxflow_preflow_push,0.5,0.2754329004329004,0.33385608269095723,10000000000.0,1e-08,3600,task_average_period,Average period (s),120,14,60,60,30,50,120,60,0.9632155830000073
energy_first,0.5,0.23322510822510822,0.33369618776355514,10000000000.0,1e-08,3600,task_average_period,Average period (s),120,14,60,60,30,50,120,60,0.015589625000004048
edf,0.5,0.23593073593073594,0.33706659006584627,10000000000.0,1e-08,3600,task_average_period,Average period (s),120,14,60,60,30,50,120,60,0.012746707999994555
random,0.5,0.22186147186147187,0.29999388706830715,10000000000.0,1e-08,3600,task_average_period,Average period (s),120,14,60,60,30,50,120,60,0.015567541999999435
maxflow_preflow_push,0.5,0.3503787878787879,0.3895088879602415,10000000000.0,1e-08,3600,task_average_period,Average period (s),140,14,60,60,30,50,140,60,0.9300148339999907
energy_first,0.5,0.2720959595959596,0.38284527984879707,10000000000.0,1e-08,3600,task_average_period,Average period (s),140,14,60,60,30,50,140,60,0.0134501669999878
edf,0.5,0.26641414141414144,0.3788341420444286,10000000000.0,1e-08,3600,task_average_period,Average period (s),140,14,60,60,30,50,140,60,0.011191750000008938
random,0.5,0.24242424242424243,0.3257592932757258,10000000000.0,1e-08,3600,task_average_period,Average period (s),140,14,60,60,30,50,140,60,0.013625125000004346
maxflow_preflow_push,0.5,0.4008651766402307,0.44500137013716196,10000000000.0,1e-08,3600,task_average_period,Average period (s),160,14,60,60,30,50,160,60,0.826458125000002
energy_first,0.5,0.31074260994953135,0.42519828517226305,10000000000.0,1e-08,3600,task_average_period,Average period (s),160,14,60,60,30,50,160,60,0.01195308399999817
edf,0.5,0.2869502523431867,0.406354135787723,10000000000.0,1e-08,3600,task_average_period,Average period (s),160,14,60,60,30,50,160,60,0.009558790999989242
random,0.5,0.27180966113914923,0.36041666090648533,10000000000.0,1e-08,3600,task_average_period,Average period (s),160,14,60,60,30,50,160,60,0.0116197910000011
maxflow_preflow_push,0.5,0.45491470349309504,0.49943316484260575,10000000000.0,1e-08,3600,task_average_period,Average period (s),180,14,60,60,30,50,180,60,0.7413893750000113
energy_first,0.5,0.35012185215272135,0.4601586075664256,10000000000.0,1e-08,3600,task_average_period,Average period (s),180,14,60,60,30,50,180,60,0.010913791999996647
edf,0.5,0.289195775792039,0.4135646399189833,10000000000.0,1e-08,3600,task_average_period,Average period (s),180,14,60,60,30,50,180,60,0.00854420800000355
random,0.5,0.2843216896831844,0.3695054153456354,10000000000.0,1e-08,3600,task_average_period,Average period (s),180,14,60,60,30,50,180,60,0.010460542000004125
maxflow_preflow_push,0.5,0.4972924187725632,0.5389648798284775,10000000000.0,1e-08,3600,task_average_period,Average period (s),200,14,60,60,30,50,200,60,0.62006254100001
energy_first,0.5,0.38898916967509023,0.48700328121439584,10000000000.0,1e-08,3600,task_average_period,Average period (s),200,14,60,60,30,50,200,60,0.010326667000001066
edf,0.5,0.3095667870036101,0.4268493272835763,10000000000.0,1e-08,3600,task_average_period,Average period (s),200,14,60,60,30,50,200,60,0.007851416999997696
random,0.5,0.30505415162454874,0.38782678759656375,10000000000.0,1e-08,3600,task_average_period,Average period (s),200,14,60,60,30,50,200,60,0.009704249999998638
maxflow_preflow_push,0.5,0.5317460317460317,0.5703626490835483,10000000000.0,1e-08,3600,task_average_period,Average period (s),220,14,60,60,30,50,220,60,0.7050267080000054
energy_first,0.5,0.42757936507936506,0.5146490159269438,10000000000.0,1e-08,3600,task_average_period,Average period (s),220,14,60,60,30,50,220,60,0.009845749999996656
edf,0.5,0.29464285714285715,0.42017860612535185,10000000000.0,1e-08,3600,task_average_period,Average period (s),220,14,60,60,30,50,220,60,0.0076685829999973976
random,0.5,0.32837301587301587,0.414807763983417,10000000000.0,1e-08,3600,task_average_period,Average period (s),220,14,60,60,30,50,220,60,0.00942458299999771
maxflow_preflow_push,0.5,0.5557963163596966,0.5867255535120917,10000000000.0,1e-08,3600,task_average_period,Average period (s),240,14,60,60,30,50,240,60,0.4135301250000083
energy_first,0.5,0.4658721560130011,0.5378101460644029,10000000000.0,1e-08,3600,task_average_period,Average period (s),240,14,60,60,30,50,240,60,0.008733125000006225
edf,0.5,0.3217768147345612,0.4369995600022839,10000000000.0,1e-08,3600,task_average_period,Average period (s),240,14,60,60,30,50,240,60,0.006797916000010673
random,0.5,0.3380281690140845,0.42861560832607426,10000000000.0,1e-08,3600,task_average_period,Average period (s),240,14,60,60,30,50,240,60,0.008034166999991044
maxflow_preflow_push,0.5,0.5692488262910798,0.5971027311883808,10000000000.0,1e-08,3600,task_average_period,Average period (s),260,14,60,60,30,50,260,60,0.38342445799999325
energy_first,0.5,0.4953051643192488,0.5549647636721575,10000000000.0,1e-08,3600,task_average_period,Average period (s),260,14,60,60,30,50,260,60,0.008106541000003631
edf,0.5,0.3028169014084507,0.4243012842566316,10000000000.0,1e-08,3600,task_average_period,Average period (s),260,14,60,60,30,50,260,60,0.0061736669999987726
random,0.5,0.34507042253521125,0.43075949862449153,10000000000.0,1e-08,3600,task_average_period,Average period (s),260,14,60,60,30,50,260,60,0.007406167000013397
maxflow_preflow_push,0.5,0.572692793931732,0.5992461647413743,10000000000.0,1e-08,3600,task_average_period,Average period (s),280,14,60,60,30,50,280,60,0.38788925000000063
energy_first,0.5,0.5233881163084703,0.571286296005566,10000000000.0,1e-08,3600,task_average_period,Average period (s),280,14,60,60,30,50,280,60,0.007781667000003267
edf,0.5,0.3008849557522124,0.42384278295797795,10000000000.0,1e-08,3600,task_average_period,Average period (s),280,14,60,60,30,50,280,60,0.005666333999997164
random,0.5,0.37041719342604296,0.4542092042903683,10000000000.0,1e-08,3600,task_average_period,Average period (s),280,14,60,60,30,50,280,60,0.006770790999993892
maxflow_preflow_push,0.5,0.5753052917232022,0.6009776702243121,10000000000.0,1e-08,3600,task_average_period,Average period (s),300,14,60,60,30,50,300,60,0.34206100000000106
energy_first,0.5,0.5427408412483039,0.5819424624944225,10000000000.0,1e-08,3600,task_average_period,Average period (s),300,14,60,60,30,50,300,60,0.007315457999993669
edf,0.5,0.32157394843962006,0.4369642539033449,10000000000.0,1e-08,3600,task_average_period,Average period (s),300,14,60,60,30,50,300,60,0.005292332999999871
random,0.5,0.37720488466757124,0.45813394860594003,10000000000.0,1e-08,3600,task_average_period,Average period (s),300,14,60,60,30,50,300,60,0.006504708000008463
maxflow_preflow_push,0.5,0.5317460317460317,0.5703626490835483,10000000000.0,1e-08,3600,time_slot_length,Time slot length (s),60,14,60,60,30,50,220,60,0.5166252089999972
energy_first,0.5,0.42757936507936506,0.5146490159269438,10000000000.0,1e-08,3600,time_slot_length,Time slot length (s),60,14,60,60,30,50,220,60,0.009233542000004036
edf,0.5,0.29464285714285715,0.42017860612535185,10000000000.0,1e-08,3600,time_slot_length,Time slot length (s),60,14,60,60,30,50,220,60,0.007369167000007337
random,0.5,0.32837301587301587,0.414807763983417,10000000000.0,1e-08,3600,time_slot_length,Time slot length (s),60,14,60,60,30,50,220,60,0.008620457999995779
