"Intensity"
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
13.027499
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
10.925402
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
100.000000
