Nc,Ns,Nt,algorithm,battery_capacity_seconds,coverage_ratio,cpu_cycles_per_second,energy_per_cpu_cycle,expected_feasible,feasible,horizon_sec,max_flow_value,num_edges,num_jobs,num_nodes,satellite_solar_panel_power_watts,tag,task_average_deadline,task_average_execution,task_average_period,time_slot_length,total_demand
6,48,1440,maxflow,7200,0.8441688700031752,10000000000.0,1e-09,,False,86400,364122.32757781306,2150486,7555,145803,40.0,exec=60,300,60,300,60,431338.25531429925
6,48,1440,energy_first,7200,0.8070287396379469,10000000000.0,1e-09,,False,86400,348102.36854393664,,7555,,40.0,exec=60,300,60,300,60,431338.25531430764
6,48,1440,random,7200,0.11658096364242496,10000000000.0,1e-09,,False,86400,50285.829460388566,,7555,,40.0,exec=60,300,60,300,60,431338.25531434413
6,48,1440,edf,7200,0.11658096364242496,10000000000.0,1e-09,,False,86400,50285.829460388566,,7555,,40.0,exec=60,300,60,300,60,431338.25531434413
6,48,1440,maxflow,7200,0.8432116199117583,10000000000.0,1e-09,,False,86400,484945.9053245901,2150486,7555,145803,40.0,exec=80,300,80,300,60,575117.6737523369
6,48,1440,energy_first,7200,0.8056694714632554,10000000000.0,1e-09,,False,86400,463354.7522412254,,7555,,40.0,exec=80,300,80,300,60,575117.6737523408
6,48,1440,random,7200,0.11574651970207593,10000000000.0,1e-09,,False,86400,66567.8691559854,,7555,,40.0,exec=80,300,80,300,60,575117.6737523236
6,48,1440,edf,7200,0.11574651970207593,10000000000.0,1e-09,,False,86400,66567.8691559854,,7555,,40.0,exec=80,300,80,300,60,575117.6737523236
6,48,1440,maxflow,7200,0.8427247630252368,10000000000.0,1e-09,,False,86400,545249.1434901906,2150486,7555,145803,40.0,exec=90,300,90,300,60,647007.3829714461
6,48,1440,energy_first,7200,0.8050321540574358,10000000000.0,1e-09,,False,86400,520861.7472045782,,7555,,40.0,exec=90,300,90,300,60,647007.3829714593
6,48,1440,random,7200,0.11534080562998734,10000000000.0,1e-09,,False,86400,74626.35280048236,,7555,,40.0,exec=90,300,90,300,60,647007.3829714982
6,48,1440,edf,7200,0.11534080562998734,10000000000.0,1e-09,,False,86400,74626.35280048236,,7555,,40.0,exec=90,300,90,300,60,647007.3829714982
6,48,1440,maxflow,7200,0.8445014379828935,10000000000.0,1e-09,,False,86400,303554.81405830785,2150486,7555,145803,40.0,deadline=300,300,50,300,60,359448.5460952605
6,48,1440,energy_first,7200,0.8077191425063909,10000000000.0,1e-09,,False,86400,290333.47142721014,,7555,,40.0,deadline=300,300,50,300,60,359448.54609523254
6,48,1440,random,7200,0.11660878403595097,10000000000.0,1e-09,,False,86400,41914.857883656776,,7555,,40.0,deadline=300,300,50,300,60,359448.54609524313
6,48,1440,edf,7200,0.11660878403595097,10000000000.0,1e-09,,False,86400,41914.857883656776,,7555,,40.0,deadline=300,300,50,300,60,359448.54609524313
6,48,1920,maxflow,7200,0.8754554037598321,10000000000.0,1e-09,,False,86400,314681.1720527109,2953662,7555,191883,40.0,slot=45,300,50,300,45,359448.5460952605
6,48,1920,energy_first,7200,0.8377717114634698,10000000000.0,1e-09,,False,86400,301135.8236452589,,7555,,40.0,slot=45,300,50,300,45,359448.54609523254
6,48,1920,random,7200,0.11689103521579587,10000000000.0,1e-09,,False,86400,42016.31265988569,,7555,,40.0,slot=45,300,50,300,45,359448.54609524313
6,48,1920,edf,7200,0.11689103521579587,10000000000.0,1e-09,,False,86400,42016.31265988569,,7555,,40.0,slot=45,300,50,300,45,359448.54609524313
6,48,1440,maxflow,7200,0.842335277515964,10000000000.0,1e-09,,False,86400,605552.381655722,2150486,7555,145803,40.0,exec=100,300,100,300,60,718897.092190521
6,48,1440,energy_first,7200,0.8045128400452768,10000000000.0,1e-09,,False,86400,578361.9413384423,,7555,,40.0,exec=100,300,100,300,60,718897.0921904651
6,48,1440,random,7200,0.11501623437234869,10000000000.0,1e-09,,False,86400,82684.83644498093,,7555,,40.0,exec=100,300,100,300,60,718897.0921904863
6,48,1440,edf,7200,0.11501623437234869,10000000000.0,1e-09,,False,86400,82684.83644498093,,7555,,40.0,exec=100,300,100,300,60,718897.0921904863
6,48,1440,maxflow,7200,0.8753386290680489,10000000000.0,1e-09,,False,86400,314639.1975595287,2700334,7555,145803,40.0,deadline=375,375,50,300,60,359448.5460952605
6,48,1440,energy_first,7200,0.8451937151990657,10000000000.0,1e-09,,False,86400,303803.65209713223,,7555,,40.0,deadline=375,375,50,300,60,359448.54609523254
6,48,1440,random,7200,0.11763155312333375,10000000000.0,1e-09,,False,86400,42282.49074510767,,7555,,40.0,deadline=375,375,50,300,60,359448.54609524313
6,48,1440,edf,7200,0.11763155312333375,10000000000.0,1e-09,,False,86400,42282.49074510767,,7555,,40.0,deadline=375,375,50,300,60,359448.54609524313
6,48,1440,maxflow,7200,0.8441008207223962,10000000000.0,1e-09,,False,86400,404677.6977799084,2798116,10075,148323,40.0,period=225,300,50,225,60,479418.67587994784
6,48,1440,energy_first,7200,0.8068936205460125,10000000000.0,1e-09,,False,86400,386839.87113809143,,10075,,40.0,period=225,300,50,225,60,479418.6758798797
6,48,1440,random,7200,0.11219642514470275,10000000000.0,1e-09,,False,86400,53789.06158133062,,10075,,40.0,period=225,300,50,225,60,479418.6758798903
6,48,1440,edf,7200,0.11219642514470275,10000000000.0,1e-09,,False,86400,53789.06158133062,,10075,,40.0,period=225,300,50,225,60,479418.6758798903
6,48,1440,maxflow,7200,0.8793377491837263,10000000000.0,1e-09,,False,86400,316076.67547076923,3252485,7555,145803,40.0,deadline=450,450,50,300,60,359448.5460952605
6,48,1440,energy_first,7200,0.8555851421108774,10000000000.0,1e-09,,False,86400,307538.8353924378,,7555,,40.0,deadline=450,450,50,300,60,359448.54609523254
6,48,1440,random,7200,0.11867791338861347,10000000000.0,1e-09,,False,86400,42658.6034211543,,7555,,40.0,deadline=450,450,50,300,60,359448.54609524313
6,48,1440,edf,7200,0.11867791338861347,10000000000.0,1e-09,,False,86400,42658.6034211543,,7555,,40.0,deadline=450,450,50,300,60,359448.54609524313
6,48,1440,maxflow,7200,0.8426180370204752,10000000000.0,1e-09,,False,86400,605997.4621209375,4093771,15113,153361,40.0,period=150,300,50,150,60,719184.0614565578
6,48,1440,energy_first,7200,0.8055317725731034,10000000000.0,1e-09,,False,86400,579325.6118314926,,15113,,40.0,period=150,300,50,150,60,719184.0614566421
6,48,1440,random,7200,0.11222533709410126,10000000000.0,1e-09,,False,86400,80710.6737296564,,15113,,40.0,period=150,300,50,150,60,719184.061456463
6,48,1440,edf,7200,0.11222533709410126,10000000000.0,1e-09,,False,86400,80710.6737296564,,15113,,40.0,period=150,300,50,150,60,719184.061456463
6,48,2880,maxflow,7200,0.8816830598490242,10000000000.0,1e-09,,False,86400,316919.69397955225,4564274,7555,284043,40.0,slot=30,300,50,300,30,359448.5460952605
6,48,2880,energy_first,7200,0.8429714448078814,10000000000.0,1e-09,,False,86400,303004.86023599055,,7555,,40.0,slot=30,300,50,300,30,359448.54609523254
6,48,2880,random,7200,0.11672676721983355,10000000000.0,1e-09,,False,86400,41957.26676756705,,7555,,40.0,slot=30,300,50,300,30,359448.54609524313
6,48,2880,edf,7200,0.11672676721983355,10000000000.0,1e-09,,False,86400,41957.26676756705,,7555,,40.0,slot=30,300,50,300,30,359448.54609524313
